process_date,process_time,equipment_id,chamber_id,wafer_id,wafer_doping_type,precleaning_time,oxidation_temperature,oxidation_time,pressure,gas_flow_rate,oxide_thickness,uniformity,defect_count,defect_type
2025-01-01,10:00:00,eq_1,chamber_2,w_10,n-type,4,986.3512300040082,6.048734607813065,0.5623370696937744,1204.6620257819036,171.8996711403554,0.090345342,1,crack
2025-01-01,11:00:00,eq_2,chamber_3,w_11,p-type,3,961.1230480077512,47.01405369644616,0.3593660733635765,1931.4342275043768,417.6037748107309,0.055584289,3,particle
2025-01-01,12:00:00,eq_3,chamber_1,w_12,p-type,4,1036.4342398608458,38.62943407349051,0.1058179220107395,2968.0069177283312,322.4918668029389,3.844728880707055,0,none
2025-01-01,13:00:00,eq_4,chamber_2,w_13,p-type,3,975.5901501383876,8.300796330133029,0.5466152997107325,2240.941134978819,321.3790613375116,1.4104030301909298,1,particle
2025-01-01,14:00:00,eq_5,chamber_3,w_14,n-type,3,1051.3710767669386,15.126232512304508,0.3570633897060188,1727.0543910447768,356.6803562,0.4883909932023417,2,crack
2025-01-01,15:00:00,eq_1,chamber_1,w_15,p-type,4,966.8139811510144,45.56568706138541,0.7611474706394815,3016.5313676737533,431.6886574124558,3.706282811053396,0,none
2025-01-01,16:00:00,eq_2,chamber_2,w_16,n-type,3,992.0202719,-4.192466805,0.1215516387434351,2291.2391737914013,170.23086251190188,1.4550205394000164,0,none
2025-01-01,17:00:00,eq_3,chamber_3,w_17,n-type,3,1047.2485832694365,44.713709988929104,0.6263450301752118,2032.4305726936589,344.9429265,1.1997400179085431,0,none
2025-01-01,18:00:00,eq_4,chamber_1,w_18,n-type,2,988.6869564413124,-1.620361133,0.9473268137554588,2855.941669761524,165.29070061127342,2.048440964478077,1,pinhole
2025-01-01,19:00:00,eq_5,chamber_2,w_19,n-type,5,1037.8026661039323,-4.18455552,0.2569683404003495,1533.1370323286926,305.9695045791296,2.4718760305387493,0,none
2025-01-01,20:00:00,eq_1,chamber_3,w_20,n-type,5,996.7226196609496,54.98473153382331,0.5244845416755358,4710.982932301629,303.6657334,4.7776120002463385,0,none
2025-01-01,21:00:00,eq_2,chamber_1,w_21,n-type,2,1099.0845903200016,20.613355492701967,0.1822797926354243,4470.808391676956,257.58944246398124,3.509607338,0,none
2025-01-01,22:00:00,eq_3,chamber_2,w_22,n-type,4,1078.4389302051425,53.012923070318855,0.6631137210352174,3830.4823429621415,423.4387951490005,3.346155004779394,2,crack
2025-01-01,23:00:00,eq_4,chamber_3,w_23,n-type,1,933.5951868783126,18.62877720679815,0.595478513,1424.8553103538247,337.29926125682067,2.124629116253333,0,none
2025-01-02,0:00:00,eq_5,chamber_1,w_24,n-type,1,1026.1121840624005,9.834259132,0.4666289717915491,4103.509017878772,215.1387564,5.165994677014944,0,none
2025-01-02,1:00:00,eq_1,chamber_2,w_25,p-type,1,959.1798007,49.66383884564799,0.5692393193263671,4231.829312436076,391.8212864102014,5.500651648738266,0,none
2025-01-02,2:00:00,eq_2,chamber_3,w_26,p-type,2,1009.5753469396366,36.73509633866546,0.9069171926221092,4071.058470857351,433.89566812145074,2.956773963501912,0,none
2025-01-02,3:00:00,eq_3,chamber_1,w_27,p-type,2,1003.4185314655132,16.635470275185078,0.2766648720799604,1455.8635484769648,154.91698800240198,0.083071604,0,none
2025-01-02,4:00:00,eq_4,chamber_2,w_28,p-type,3,947.2306491453757,7.990419651217925,0.1203080605348125,3575.631828271059,190.4247992466681,1.786729875943213,0,none
2025-01-02,5:00:00,eq_5,chamber_3,w_29,p-type,1,1052.9242271765163,11.624593753100848,0.8754983962291909,4337.2991829975945,216.48433583498868,4.758518363079082,2,pinhole
2025-01-02,6:00:00,eq_1,chamber_1,w_30,n-type,4,1010.1651471784536,43.97440081655905,0.6194053741491158,3309.413604878671,407.81126878418064,3.4235619,1,particle
2025-01-02,7:00:00,eq_2,chamber_2,w_31,n-type,4,985.7658482163708,87.78417276763406,0.90159261,3585.629500912356,461.3502778468609,4.577146925,0,none
2025-01-02,8:00:00,eq_3,chamber_3,w_32,n-type,1,978.0945087878202,47.79754162893099,0.6372507010718553,2833.4539177052247,383.22653702057664,4.289370012910621,2,particle
2025-01-02,9:00:00,eq_4,chamber_1,w_33,n-type,1,1006.9888484883118,35.13433606566149,0.8291449809637322,3114.8292795362104,389.8498822764385,0.4268955228361587,1,crack
2025-01-02,10:00:00,eq_5,chamber_2,w_34,n-type,1,1020.3962508757144,37.33817368154783,0.4867060270196331,1137.5074334069009,255.2758432203321,0.276665698,0,none
2025-01-02,11:00:00,eq_1,chamber_3,w_35,n-type,2,993.7512106820868,25.687345250434667,0.7748739381594419,3555.8520878931386,354.37556197515204,0.9652824478227926,0,none
2025-01-02,12:00:00,eq_2,chamber_1,w_36,n-type,2,858.3740214611896,42.13295392507133,0.9217373202008704,1325.7888515646368,293.99828647107364,0.034550377,1,pinhole
2025-01-02,13:00:00,eq_3,chamber_2,w_37,p-type,2,1000.844535812124,-10.39505186,0.6149106673499857,2740.058377360893,214.2603139206512,4.774792573365305,0,none
2025-01-02,14:00:00,eq_4,chamber_3,w_38,p-type,5,927.9258969195112,27.07720926652354,0.2627066355061416,2170.620390669631,348.2766499913721,1.9066652326851328,0,none
2025-01-02,15:00:00,eq_5,chamber_1,w_39,p-type,4,989.5273717175462,29.95291853803685,0.3419178535271783,3181.7118008468524,253.1625714176604,1.0912965815602378,0,none
2025-01-02,16:00:00,eq_1,chamber_2,w_40,p-type,4,929.7717871,70.07699869993115,0.2787801192076652,1533.6653420928285,465.4660999543301,0.050751081,1,pinhole
2025-01-02,17:00:00,eq_2,chamber_3,w_41,n-type,3,929.1751182460266,16.570524217849556,0.3221713248361596,3766.5736078932728,176.33724758327477,3.93593298,0,none
2025-01-02,18:00:00,eq_3,chamber_1,w_42,n-type,2,1061.7560910974264,36.26527576,0.3757739044159327,4180.0461477138815,331.53696915781177,5.050235504,1,pinhole
2025-01-02,19:00:00,eq_4,chamber_2,w_43,n-type,5,983.9954009527804,43.48344456616067,0.5996204080778696,1653.417798972626,398.84073959156007,0.3235043441565809,0,none
2025-01-02,20:00:00,eq_5,chamber_3,w_44,p-type,5,980.166892,20.822170144488588,0.6291924665174495,1417.2523494075283,344.11294279400954,0.1400105701547924,0,none
2025-01-02,21:00:00,eq_1,chamber_1,w_45,n-type,4,1024.1262024414295,41.20233687407937,0.483849773,1582.0619311494363,411.2882889569312,3.414607709,0,none
2025-01-02,22:00:00,eq_2,chamber_2,w_46,n-type,2,981.4704738463774,47.09041843560319,0.6538787018387519,4508.510247594008,408.8055806699826,4.939634411226468,0,none
2025-01-02,23:00:00,eq_3,chamber_3,w_47,n-type,3,1105.1903046063703,47.856833393283736,0.1734174330502293,3112.7570470254245,315.5988597079343,0.6041888414596361,0,none
2025-01-03,0:00:00,eq_4,chamber_1,w_48,p-type,2,986.349012,19.15427434352692,0.179009413,2869.0439840300105,194.95609861371108,2.128523893640608,0,none
2025-01-03,1:00:00,eq_5,chamber_2,w_49,n-type,1,1018.2562705991504,12.554397669558991,0.2546465143218926,1426.8472764094172,327.6611917942316,1.430605371085233,0,none
2025-01-03,2:00:00,eq_1,chamber_3,w_50,p-type,2,1048.547066568843,19.861259540921925,0.5662697482363103,3598.224027027847,179.1049829396777,4.988354928009604,2,pinhole
2025-01-03,3:00:00,eq_2,chamber_1,w_51,p-type,1,1080.1126612803455,49.223765793755256,0.2925952108284822,4471.998368,456.9321990012633,5.257286133263989,0,none
2025-01-03,4:00:00,eq_3,chamber_2,w_52,p-type,1,962.8996932,42.84616999541062,0.3549559631433195,4312.743477293812,426.1179436543004,3.7823064021294446,0,none
2025-01-03,5:00:00,eq_4,chamber_3,w_53,p-type,3,979.1018248080678,22.17514433261302,0.4602815525556947,3504.218835923205,153.86956029746622,2.584069595768719,0,none
2025-01-03,6:00:00,eq_5,chamber_1,w_54,n-type,4,1063.7295937646757,53.46499283743927,0.8306795116093418,1301.1148666066945,345.3464621673996,0.083097635,0,none
2025-01-03,7:00:00,eq_1,chamber_2,w_55,p-type,2,1040.5031152026345,45.96920178674298,0.1124759223215741,1449.5881087040518,302.3656765616798,2.180970706,1,crack
2025-01-03,8:00:00,eq_2,chamber_3,w_56,p-type,1,1053.758796783423,2.4117371516604216,0.6844409382129601,1197.235948439299,192.87700630780705,0.091408442,0,none
2025-01-03,9:00:00,eq_3,chamber_1,w_57,n-type,2,931.5647728220166,36.36181436223178,0.7019888779366168,2029.916865969877,318.3693979,0.2148069539710107,0,none
2025-01-03,10:00:00,eq_4,chamber_2,w_58,n-type,4,1077.399987696201,55.96895147105346,0.8187902023209729,1542.645868641511,431.3975009937057,2.7461485241547785,0,none
2025-01-03,11:00:00,eq_5,chamber_3,w_59,p-type,4,961.9296228357598,41.63317690683539,0.939477645,2040.192161009736,256.1766298817239,0.3345455672797264,0,none
2025-01-03,12:00:00,eq_1,chamber_1,w_60,n-type,5,1009.6146489070948,16.81238643232065,0.1181240640543608,2540.2322228758467,248.46719435568616,1.5398592783300038,0,none
2025-01-03,13:00:00,eq_2,chamber_2,w_61,p-type,4,992.5888561204116,46.21511535004274,0.2384053349618946,4771.931136284543,386.3000776957503,5.108488335017829,3,pinhole
2025-01-03,14:00:00,eq_3,chamber_3,w_62,p-type,3,956.0758581725964,24.404975389909573,0.8975541646503937,3441.5042391267684,329.1960795900197,0.8077302496570532,0,none
2025-01-03,15:00:00,eq_4,chamber_1,w_63,p-type,1,929.3732118289498,0.056900639,0.5126667059683139,4339.895143,169.3249069530505,2.8226360180472163,0,none
2025-01-03,16:00:00,eq_5,chamber_2,w_64,p-type,5,912.8075941683552,58.187887335912976,0.6081315750401172,3841.406002849329,356.28123853582224,5.042595860951286,0,none
2025-01-03,17:00:00,eq_1,chamber_3,w_65,n-type,3,1005.9509203026988,39.34360042856234,0.6967244833508326,1450.012522106527,229.57844785508195,1.2549836650463018,0,none
2025-01-03,18:00:00,eq_2,chamber_1,w_66,p-type,2,923.7340454883272,27.91984817629499,0.7111599440460736,3943.6816254957953,249.8442648971789,2.080810684292782,0,none
2025-01-03,19:00:00,eq_3,chamber_2,w_67,n-type,1,943.3092202,30.05299346838036,0.9385663629848574,2100.395526236498,163.43769710646376,1.0962079067591115,0,none
2025-01-03,20:00:00,eq_4,chamber_3,w_68,n-type,4,,62.424540375714514,0.9972544756705026,3556.4313879788256,444.1762868825878,,0,none
2025-01-03,21:00:00,eq_5,chamber_1,w_69,n-type,1,868.059575,2.323203680923135,0.7481417148378462,2363.8478945719544,151.8127149818644,1.9323152622700717,0,none
2025-01-03,22:00:00,eq_1,chamber_2,w_70,n-type,2,1038.948986,56.42093408262621,0.3584990882846357,4990.689053058637,407.9307375136283,2.4913496860144577,0,none
2025-01-03,23:00:00,eq_2,chamber_3,w_71,p-type,5,879.5055916446596,43.070548496989545,0.8917771620649092,2054.205917987111,192.4134736819355,3.172425397226564,0,none
2025-01-04,0:00:00,eq_3,chamber_1,w_72,n-type,5,996.1313804333612,51.46260941335073,0.1442988230866854,2116.521883097079,413.86530725885984,1.1268192849113854,0,none
2025-01-04,1:00:00,eq_4,chamber_2,w_73,p-type,5,1000.7509613297144,49.46965483721009,0.3079727675870466,4722.689022249593,254.59469757964965,4.867819165734337,0,none
2025-01-04,2:00:00,eq_5,chamber_3,w_74,n-type,4,1026.9030860090904,1.703823438653835,0.9076471457173434,1098.5776185452908,361.3819105593579,0.1456517709658247,0,none
2025-01-04,3:00:00,eq_1,chamber_1,w_75,n-type,3,997.9159598805052,25.32853756562836,0.3305723629954195,3786.755951492788,201.95561773534325,2.6967723951579616,0,none
2025-01-04,4:00:00,eq_2,chamber_2,w_76,p-type,3,1100.895398191662,14.305706023572569,0.2985859536595736,3901.305562943513,181.0874440864279,1.856059228112936,0,none
2025-01-04,5:00:00,eq_3,chamber_3,w_77,p-type,1,1010.815844078425,21.514889743011988,0.2243127638262225,4345.514309641598,270.46072012126484,2.496397065655108,0,none
2025-01-04,6:00:00,eq_4,chamber_1,w_78,p-type,4,1052.680619962183,51.376411648032544,0.8732005818822248,4897.757242553902,411.588721,3.685681177665365,3,pinhole
2025-01-04,7:00:00,eq_5,chamber_2,w_79,n-type,5,963.8268595564856,-1.813533719,0.5500524332719781,4902.407677,274.64738129983874,4.884003976,0,none
2025-01-04,8:00:00,eq_1,chamber_3,w_80,n-type,5,1006.0378403094734,10.70492168243732,0.7074038827487393,1261.1070302658557,192.45111317455147,0.1470603238730956,2,crack
2025-01-04,9:00:00,eq_2,chamber_1,w_81,p-type,2,1077.3785047514464,46.35668857267619,0.3151597456675267,4287.357291,362.0872655496464,3.392738824430782,0,none
2025-01-04,10:00:00,eq_3,chamber_2,w_82,p-type,2,988.1152438,53.16841067112274,0.7822363789100948,3585.239734629525,291.2232781775139,,0,none
2025-01-04,11:00:00,eq_4,chamber_3,w_83,p-type,5,1009.6117382097616,7.225946725895291,0.7840049904658887,3589.368537492365,187.98078993010435,1.2852676446273386,0,none
2025-01-04,12:00:00,eq_5,chamber_1,w_84,p-type,5,1049.0426724568738,31.872595956602183,0.3813382224174702,1513.3997064587793,366.0655202703262,2.809972023012181,0,none
2025-01-04,13:00:00,eq_1,chamber_2,w_85,n-type,4,962.8885239904184,23.47364434623196,0.4696143697092546,3600.748665782613,286.6863359540672,1.440527298050898,0,none
2025-01-04,14:00:00,eq_2,chamber_3,w_86,p-type,3,891.9219833340403,23.73103176553112,0.2887212496871807,4929.930322404991,129.94111217891304,4.920166634525814,0,none
2025-01-04,15:00:00,eq_3,chamber_1,w_87,p-type,2,1012.7786826856184,33.93126664489527,0.978904921,4647.274278157787,282.9794624535394,4.125975509921597,0,none
2025-01-04,16:00:00,eq_4,chamber_2,w_88,p-type,3,1049.4334584679002,23.05359694349442,0.6810423193525704,2756.522643219402,296.1941675,1.5710135104562482,2,crack
2025-01-04,17:00:00,eq_5,chamber_3,w_89,p-type,4,932.4277117554014,64.69901149670034,0.941089493,1159.7918931443774,405.1911258398546,5.054472076952898,0,none
2025-01-04,18:00:00,eq_1,chamber_1,w_90,n-type,5,1033.510994863867,21.456163240220604,0.3730469892662198,2449.1739600008195,220.9583745,4.401035179571736,0,none
2025-01-04,19:00:00,eq_2,chamber_2,w_91,p-type,3,1033.848319366977,36.52967485799334,0.8037018216972007,4305.561246402221,242.1180458236416,4.96308349,0,none
2025-01-04,20:00:00,eq_3,chamber_3,w_92,n-type,5,886.3251870442348,40.46920359183972,0.7892727794962678,3805.996405860664,379.20503076976206,1.3086344258829097,1,pinhole
2025-01-04,21:00:00,eq_4,chamber_1,w_93,p-type,5,953.1855683796614,7.085067801033476,0.7224900866798873,2837.3746223758253,137.16979255831043,,0,none
2025-01-04,22:00:00,eq_5,chamber_2,w_94,p-type,1,980.2085609634167,12.118377703017636,0.9690750777401204,1220.4061406353244,217.2492135,0.053198324,0,none
2025-01-04,23:00:00,eq_1,chamber_3,w_95,n-type,3,991.0188,-0.952724222,0.454199802,2707.5789112932107,225.89751051036376,0.8306782585597673,3,particle
2025-01-05,0:00:00,eq_2,chamber_1,w_96,p-type,3,962.8432867616008,36.44180415596864,0.2176455912307816,2876.099758871534,289.0060502650182,3.2196234874313703,2,pinhole
2025-01-05,1:00:00,eq_3,chamber_2,w_97,n-type,5,960.1498598208908,26.91582908269834,0.7045379733196547,4714.222131576544,225.2972104423957,4.019077342815784,0,none
2025-01-05,2:00:00,eq_4,chamber_3,w_98,n-type,4,1083.5741445591043,42.07670184963691,0.7563788204294856,3564.344414328638,374.0297257932874,5.017112263033465,0,none
2025-01-05,3:00:00,eq_5,chamber_1,w_99,p-type,1,994.6220434070544,23.481192999372794,0.6175545161129332,2246.611666618596,279.2726101272779,0.5264989152938473,0,none
2025-01-05,4:00:00,eq_1,chamber_2,w_100,n-type,5,965.247817,36.769438869243785,0.2861361038200566,3101.273057802885,650.5482503433435,0.6871728929193405,0,none
2025-01-05,5:00:00,eq_2,chamber_3,w_101,n-type,2,997.9415261543724,43.69032015851962,0.5540103475024198,1264.2212312886404,416.2584322844452,0.7716138649986916,0,none
2025-01-05,6:00:00,eq_3,chamber_1,w_102,n-type,2,1026.8545416530571,12.859282252098456,0.3809707629122164,4890.272942598947,217.3565489895315,4.091131374860417,0,none
2025-01-05,7:00:00,eq_4,chamber_2,w_103,n-type,1,1002.5813188355604,19.96584096167572,0.4847198753500201,2440.239607722904,283.82193628674344,4.991932926949486,0,none
2025-01-05,8:00:00,eq_5,chamber_3,w_104,n-type,4,989.7136204586012,16.580714325009865,0.6806967182601975,2911.469419652544,234.06663046763035,2.2846311697675925,0,none
2025-01-05,9:00:00,eq_1,chamber_1,w_105,n-type,5,967.4991665664774,34.06076285221808,0.7706932684217511,2421.1358969476905,265.4162357121848,2.4097835766624227,1,crack
2025-01-05,10:00:00,eq_2,chamber_2,w_106,n-type,3,966.8934577,84.29278851815795,0.3090022218112088,3730.0469204648007,436.1434782330544,0.7212775782184461,0,none
2025-01-05,11:00:00,eq_3,chamber_3,w_107,n-type,1,970.1095807,16.618667192477584,0.464792825,3648.928633318372,175.32839508787882,4.914975146119988,0,none
2025-01-05,12:00:00,eq_4,chamber_1,w_108,p-type,4,1016.9407300405368,59.86325586084146,0.3422454138924662,3861.289242116544,647.1373193322183,4.998172172714659,0,none
2025-01-05,13:00:00,eq_5,chamber_2,w_109,p-type,3,950.2909953799108,30.88331126350749,0.2787684524756822,2072.572918447683,283.73633152274004,2.976567263637216,0,none
2025-01-05,14:00:00,eq_1,chamber_3,w_110,n-type,2,1019.6634611735112,10.218431770514382,0.8050484979962546,2262.673924656264,353.74732946953554,1.3174303395285856,0,none
2025-01-05,15:00:00,eq_2,chamber_1,w_111,p-type,2,1070.6497377813414,33.602291868261744,0.9183274249932932,1501.0049243848318,315.0333494344114,2.788362856877702,0,none
2025-01-05,16:00:00,eq_3,chamber_2,w_112,n-type,3,1016.285368,37.90345315,0.4332089671161191,3622.0398873844506,324.9895611223906,5.080844286857476,2,crack
2025-01-05,17:00:00,eq_4,chamber_3,w_113,n-type,1,981.5207235541432,79.94863168727929,0.7761510319363901,1159.188509,368.8674294306245,0.156278165,0,none
2025-01-05,18:00:00,eq_5,chamber_1,w_114,p-type,2,935.0936557472684,51.114585528283165,0.90729576,3390.7293420938363,408.0154626914113,3.9312984229403938,0,none
2025-01-05,19:00:00,eq_1,chamber_2,w_115,n-type,5,1078.9053403955756,61.52321013500418,0.8615117894772084,4478.783539406535,462.8838311908064,5.192273073116934,0,none
2025-01-05,20:00:00,eq_2,chamber_3,w_116,n-type,3,941.4991174700544,55.47932345442135,0.2645320496853033,4563.328593158534,433.07332856140783,4.821829754,0,none
2025-01-05,21:00:00,eq_3,chamber_1,w_117,n-type,3,1042.4281017237874,16.46982943570702,0.9606626933620253,2796.1510414798468,310.51781085598765,2.483517323498781,2,particle
2025-01-05,22:00:00,eq_4,chamber_2,w_118,n-type,2,1031.9258930297242,36.14234221772531,0.4390087963865162,2837.214752852295,223.4835545379441,4.693453577145542,0,none
2025-01-05,23:00:00,eq_5,chamber_3,w_119,p-type,1,988.1615699,34.27899549030162,0.4053165950564527,1307.8767320320694,242.2433417471712,0.9551614729277884,3,pinhole
2025-01-06,0:00:00,eq_1,chamber_1,w_120,n-type,5,986.8510598,62.86547921,0.1561881945500023,3683.060101772143,399.36106,0.9016259809362406,0,none
2025-01-06,1:00:00,eq_2,chamber_2,w_121,n-type,1,908.2144363,41.35918817807891,0.5375562886943948,4285.037681491382,419.8005389094897,4.356525701168263,0,none
2025-01-06,2:00:00,eq_3,chamber_3,w_122,n-type,4,1016.5032500406312,60.041914664041485,0.1981122540768358,1978.620218418852,331.8307891735719,0.9125224502232884,0,none
2025-01-06,3:00:00,eq_4,chamber_1,w_123,p-type,4,1030.9963166197902,28.972234058115795,0.3236858388346834,2685.203526533459,399.4483875343531,1.0468223743594742,0,none
2025-01-06,4:00:00,eq_5,chamber_2,w_124,n-type,2,945.5459941926098,42.80285640700406,0.3852483595905532,4355.357347061081,277.8387882303174,4.823212102454538,0,none
2025-01-06,5:00:00,eq_1,chamber_3,w_125,p-type,2,992.2089262835448,55.85683438714968,0.8279436911425156,4508.481870649152,231.4071618176984,2.462813857948608,2,pinhole
2025-01-06,6:00:00,eq_2,chamber_1,w_126,p-type,2,1001.8930957504476,29.14195512303968,0.8879397853563069,1972.719921056904,356.2235921313873,0.6492997531405645,0,none
2025-01-06,7:00:00,eq_3,chamber_2,w_127,n-type,4,1029.2286313974785,48.50553405595842,0.3722196857153227,3202.282538165457,443.83698671694594,5.089648337649442,0,none
2025-01-06,8:00:00,eq_4,chamber_3,w_128,n-type,1,1000.1901538061594,44.49477047631461,0.8728283091201166,1769.9726025433083,364.1579570803768,2.4090052189169597,1,pinhole
2025-01-06,9:00:00,eq_5,chamber_1,w_129,p-type,1,918.6840323019208,11.447865188257012,0.871507844,1407.5150565582262,180.4800639266331,1.5791897300869615,1,pinhole
2025-01-06,10:00:00,eq_1,chamber_2,w_130,n-type,2,973.5031115268756,20.74004853400801,0.7881858553463862,4644.482006,338.9539134,5.058997898,1,pinhole
2025-01-06,11:00:00,eq_2,chamber_3,w_131,p-type,5,1011.2312892694508,21.028444622090408,0.2320256026136634,4282.030016928436,214.75546568737727,3.862115772285069,1,particle
2025-01-06,12:00:00,eq_3,chamber_1,w_132,p-type,1,1042.076417101988,4.065444294108428,0.7212905622106561,4040.139607212696,233.0275883562641,4.928045303931378,0,none
2025-01-06,13:00:00,eq_4,chamber_2,w_133,n-type,4,969.1181695302876,37.10388645952773,0.950521658,1195.0652752525616,276.7122833762544,0.013911511,0,none
2025-01-06,14:00:00,eq_5,chamber_3,w_134,n-type,3,1109.382493727501,16.208636486492956,0.7142864308904413,4374.915171,294.2258754,2.5532492020972337,1,pinhole
2025-01-06,15:00:00,eq_1,chamber_1,w_135,p-type,3,905.2763465581518,54.24901607526309,0.3984551641970506,2752.176303621535,278.7493516,0.05708308,2,crack
2025-01-06,16:00:00,eq_2,chamber_2,w_136,p-type,3,971.8149912471048,42.251200614956446,0.5505213856877482,2369.580493183438,411.7788988982376,0.3013170409744446,0,none
2025-01-06,17:00:00,eq_3,chamber_3,w_137,p-type,5,995.8483198253614,11.169077256914866,0.6811525390159483,3185.905444101506,199.7942038263436,4.822666368521943,0,none
2025-01-06,18:00:00,eq_4,chamber_1,w_138,p-type,2,989.9625418223568,38.202758260545046,0.5595133678556532,1365.4129708942232,250.3646450891296,0.1131149287696952,0,none
2025-01-06,19:00:00,eq_5,chamber_2,w_139,n-type,4,938.3928835092584,-7.462964747,0.2079576475578728,4026.586197409595,144.99081319191512,4.831434201910347,2,crack
2025-01-06,20:00:00,eq_1,chamber_3,w_140,n-type,5,1022.3930873875896,24.411899019061945,0.3808576401868185,3329.740307553184,224.42794959637047,1.5238915225465397,0,none
2025-01-06,21:00:00,eq_2,chamber_1,w_141,n-type,4,1018.554702565696,70.60714131423643,0.8221564274982692,1746.360387,417.0509443612748,2.448707786237275,0,none
2025-01-06,22:00:00,eq_3,chamber_2,w_142,n-type,4,1002.3980722990772,2.887751481581585,0.8752762414859657,1752.9287990761825,266.0898659,0.7444005583973072,0,none
2025-01-06,23:00:00,eq_4,chamber_3,w_143,n-type,2,1016.5921931629258,22.76950787798456,0.2235700294440132,1736.994606290697,232.99946527035056,1.609214000565018,0,none
2025-01-07,0:00:00,eq_5,chamber_1,w_144,p-type,3,978.8111794275984,28.89824191372636,0.9571480771588522,1228.009550207736,249.37209671089053,2.4123484615914985,0,none
2025-01-07,1:00:00,eq_1,chamber_2,w_145,n-type,2,919.1318524945716,69.72734307665966,0.3959403560637484,3351.193797486739,415.71467586717216,4.542245648,5,crack
2025-01-07,2:00:00,eq_2,chamber_3,w_146,n-type,5,964.1680064973878,41.445739336828765,0.696082365,4361.392710354032,473.9777496425655,4.026533186,0,none
2025-01-07,3:00:00,eq_3,chamber_1,w_147,n-type,5,1007.852729070472,7.1931508037358505,0.7766426313610131,1069.9928559495545,267.3222359546791,2.9924290348862703,0,none
2025-01-07,4:00:00,eq_4,chamber_2,w_148,n-type,5,1008.1372207423198,51.829123484253465,0.830751611,1196.018579885094,370.7741596923463,2.5375848465545023,0,none
2025-01-07,5:00:00,eq_5,chamber_3,w_149,n-type,2,1002.0689526292924,39.45477009849779,0.9511747320033372,3291.081106747783,306.64541373089287,,2,crack
2025-01-07,6:00:00,eq_1,chamber_1,w_150,p-type,4,1027.4354133992515,28.75739275518815,0.3816275932259403,4277.982741544209,266.6188656128573,1.8047601351634488,0,none
2025-01-07,7:00:00,eq_2,chamber_2,w_151,p-type,4,970.9426977274992,20.19672314245464,0.8726558090963991,2306.9555622745343,173.25746393949862,0.4510309625657462,2,crack
2025-01-07,8:00:00,eq_3,chamber_3,w_152,p-type,1,1001.3340528555268,42.79962917632264,0.2185182130925863,2398.4575952308887,424.3651013477403,0.3603300447963797,0,none
2025-01-07,9:00:00,eq_4,chamber_1,w_153,n-type,5,1028.604638920246,55.48380545741505,0.7345368157182335,3385.385989987104,396.9245949615788,3.513463895314768,0,none
2025-01-07,10:00:00,eq_5,chamber_2,w_154,p-type,4,995.7555090748824,60.39608709948022,,2096.8515564965883,441.9231870284783,3.2079747981906257,0,none
2025-01-07,11:00:00,eq_1,chamber_3,w_155,p-type,1,937.8338035796952,45.28472872960448,0.7099509170811884,1106.4334643107366,412.7712565995448,0.050529111,0,none
2025-01-07,12:00:00,eq_2,chamber_1,w_156,n-type,4,951.9255815172232,84.98661766717134,0.3270832625216376,3940.914072406384,435.1550615077159,0.2278256418984719,0,none
2025-01-07,13:00:00,eq_3,chamber_2,w_157,n-type,5,1041.5426162139684,58.10749381367681,0.885738832,3502.5996517658123,427.88192791025546,3.662509565167227,0,none
